MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1261437,Atp5c1,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1",2,contributes_to,"proton-transporting ATP synthase activity, rotational mechanism",,,ISO,P36542 ,J:164563 
MGI:1913293,Atp5d,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",10,,proton transmembrane transporter activity,,,ISO,P05630 ,J:73065 
MGI:1913293,Atp5d,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",10,contributes_to,"proton-transporting ATP synthase activity, rotational mechanism",,,IBA,PTN000352454 ,J:265628 
MGI:1913293,Atp5d,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",10,contributes_to,"proton-transporting ATP synthase activity, rotational mechanism",,,ISO,P30049 ,J:164563 
MGI:1855697,Atp5e,"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit",2,,"proton-exporting ATPase activity, phosphorylative mechanism",,,ISA,X16978 ,J:61560 
MGI:1855697,Atp5e,"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit",2,,"proton-transporting ATP synthase activity, rotational mechanism",,,IEA,IPR006721 IPR036742 ,J:72247 
MGI:107653,Atp5g1,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)",11,,proton transmembrane transporter activity,,,IEA,IPR000454 IPR002379 ,J:72247 
MGI:107653,Atp5g1,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)",11,,"proton-transporting ATP synthase activity, rotational mechanism",,,IBA,PTN000003242 ,J:265628 
MGI:1915192,Atp5g2,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)",15,,proton transmembrane transporter activity,,,IEA,IPR000454 IPR002379 ,J:72247 
MGI:1915192,Atp5g2,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)",15,,"proton-transporting ATP synthase activity, rotational mechanism",,,IBA,PTN000003242 ,J:265628 
MGI:2442035,Atp5g3,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)",2,,proton transmembrane transporter activity,,,IEA,IPR000454 IPR002379 ,J:72247 
MGI:2442035,Atp5g3,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)",2,,"proton-transporting ATP synthase activity, rotational mechanism",,,IBA,PTN000003242 ,J:265628 
MGI:1918929,Atp5h,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit D",11,,proton transmembrane transporter activity,,,IEA,IPR008689 IPR036228 ,J:72247 
MGI:1918929,Atp5h,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit D",11,contributes_to,"proton-transporting ATP synthase activity, rotational mechanism",,,IBA,PTN000294648 ,J:265628 
MGI:1918929,Atp5h,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit D",11,contributes_to,"proton-transporting ATP synthase activity, rotational mechanism",,,ISO,O75947 ,J:164563 
MGI:107777,Atp5j,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F",16,,proton transmembrane transporter activity,,,IEA,IPR008387 IPR036204 ,J:72247 
MGI:107777,Atp5j,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F",16,contributes_to,"proton-transporting ATP synthase activity, rotational mechanism",,,ISO,P18859 ,J:164563 
MGI:1927558,Atp5j2,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2",5,contributes_to,"proton-transporting ATP synthase activity, rotational mechanism",,,ISO,P56134 ,J:164563 
MGI:106636,Atp5k,"ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E",5,,proton transmembrane transporter activity,,,IEA,IPR008386 ,J:72247 
MGI:1351597,Atp5l,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G",9,,proton transmembrane transporter activity,,,IEA,IPR006808 ,J:72247 
MGI:1351597,Atp5l,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G",9,,"proton-exporting ATPase activity, phosphorylative mechanism",,,ISO,S70448 ,J:55276 
MGI:1351597,Atp5l,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G",9,contributes_to,"proton-transporting ATP synthase activity, rotational mechanism",,,IBA,PTN000273103 ,J:265628 
MGI:1351597,Atp5l,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G",9,contributes_to,"proton-transporting ATP synthase activity, rotational mechanism",,,ISO,O75964 ,J:164563 
MGI:106341,Atp5o,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",16,contributes_to,"proton-transporting ATP synthase activity, rotational mechanism",,,ISO,P48047 ,J:164563 
MGI:1100495,Atp5pb,ATP synthase peripheral stalk-membrane subunit b,3,,proton transmembrane transporter activity,,,IEA,IPR008688 IPR013837 ,J:72247 
MGI:1100495,Atp5pb,ATP synthase peripheral stalk-membrane subunit b,3,contributes_to,"proton-transporting ATP synthase activity, rotational mechanism",,,IBA,PTN000296496 ,J:265628 
MGI:1100495,Atp5pb,ATP synthase peripheral stalk-membrane subunit b,3,contributes_to,"proton-transporting ATP synthase activity, rotational mechanism",,,ISO,P24539 ,J:164563 
MGI:109629,Atp6ap1,"ATPase, H+ transporting, lysosomal accessory protein 1",X,,"proton-transporting ATP synthase activity, rotational mechanism",,,IEA,IPR008388 ,J:72247 
MGI:109629,Atp6ap1,"ATPase, H+ transporting, lysosomal accessory protein 1",X,,"proton-transporting ATPase activity, rotational mechanism",,,IEA,IPR008388 ,J:72247 
MGI:103286,Atp6v0a1,"ATPase, H+ transporting, lysosomal V0 subunit A1",11,,proton transmembrane transporter activity,,,IEA,IPR002490 ,J:72247 
MGI:103286,Atp6v0a1,"ATPase, H+ transporting, lysosomal V0 subunit A1",11,,"proton-transporting ATPase activity, rotational mechanism",,,IBA,PTN000179505 ,J:265628 
MGI:104855,Atp6v0a2,"ATPase, H+ transporting, lysosomal V0 subunit A2",5,,proton transmembrane transporter activity,,,IEA,IPR002490 ,J:72247 
MGI:104855,Atp6v0a2,"ATPase, H+ transporting, lysosomal V0 subunit A2",5,,"proton-transporting ATPase activity, rotational mechanism",,,IBA,PTN000179505 ,J:265628 
MGI:2153480,Atp6v0a4,"ATPase, H+ transporting, lysosomal V0 subunit A4",6,,proton transmembrane transporter activity,,,IEA,IPR002490 ,J:72247 
MGI:2153480,Atp6v0a4,"ATPase, H+ transporting, lysosomal V0 subunit A4",6,,"proton-exporting ATPase activity, phosphorylative mechanism",,,ISA,AB022321 ,J:72365 
MGI:2153480,Atp6v0a4,"ATPase, H+ transporting, lysosomal V0 subunit A4",6,,"proton-transporting ATPase activity, rotational mechanism",,,IBA,PTN000179505 ,J:265628 
MGI:1890510,Atp6v0b,"ATPase, H+ transporting, lysosomal V0 subunit B",4,,proton transmembrane transporter activity,,,IEA,IPR000245 IPR002379 ,J:72247 
MGI:1890510,Atp6v0b,"ATPase, H+ transporting, lysosomal V0 subunit B",4,,"proton-exporting ATPase activity, phosphorylative mechanism",,,ISA,P23968 ,J:71376 
MGI:1890510,Atp6v0b,"ATPase, H+ transporting, lysosomal V0 subunit B",4,,"proton-transporting ATPase activity, rotational mechanism",,,IBA,PTN000813763 ,J:265628 
MGI:88116,Atp6v0c,"ATPase, H+ transporting, lysosomal V0 subunit C",17,,proton transmembrane transporter activity,,,IEA,IPR000245 IPR002379 IPR011555 ,J:72247 
MGI:88116,Atp6v0c,"ATPase, H+ transporting, lysosomal V0 subunit C",17,,"proton-exporting ATPase activity, phosphorylative mechanism",,,ISA,P23968 ,J:71376 
MGI:88116,Atp6v0c,"ATPase, H+ transporting, lysosomal V0 subunit C",17,,"proton-transporting ATPase activity, rotational mechanism",,,IBA,PTN000813763 ,J:265628 
MGI:1201778,Atp6v0d1,"ATPase, H+ transporting, lysosomal V0 subunit D1",8,,proton transmembrane transporter activity,,,IEA,IPR016727 ,J:72247 
MGI:1201778,Atp6v0d1,"ATPase, H+ transporting, lysosomal V0 subunit D1",8,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IBA,PTN000111953 ,J:265628 
MGI:1201778,Atp6v0d1,"ATPase, H+ transporting, lysosomal V0 subunit D1",8,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IDA,,J:81717 
MGI:1201778,Atp6v0d1,"ATPase, H+ transporting, lysosomal V0 subunit D1",8,,"proton-transporting ATPase activity, rotational mechanism",,,IBA,PTN000111953 ,J:265628 
MGI:1924415,Atp6v0d2,"ATPase, H+ transporting, lysosomal V0 subunit D2",4,,proton transmembrane transporter activity,,,IEA,IPR016727 ,J:72247 
MGI:1924415,Atp6v0d2,"ATPase, H+ transporting, lysosomal V0 subunit D2",4,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IBA,PTN000111953 ,J:265628 
MGI:1924415,Atp6v0d2,"ATPase, H+ transporting, lysosomal V0 subunit D2",4,,"proton-transporting ATPase activity, rotational mechanism",,,IBA,PTN000111953 ,J:265628 
MGI:1328318,Atp6v0e,"ATPase, H+ transporting, lysosomal V0 subunit E",17,,proton transmembrane transporter activity,,,IEA,IPR008389 IPR017385 ,J:72247 
MGI:1328318,Atp6v0e,"ATPase, H+ transporting, lysosomal V0 subunit E",17,,"proton-transporting ATPase activity, rotational mechanism",,,ISO,O15342 ,J:164563 
MGI:1923502,Atp6v0e2,"ATPase, H+ transporting, lysosomal V0 subunit E2",6,,proton transmembrane transporter activity,,,IEA,IPR008389 IPR017385 ,J:72247 
MGI:1923502,Atp6v0e2,"ATPase, H+ transporting, lysosomal V0 subunit E2",6,,"proton-transporting ATPase activity, rotational mechanism",,,ISO,Q8NHE4 ,J:164563 
MGI:1201780,Atp6v1a,"ATPase, H+ transporting, lysosomal V1 subunit A",16,,"proton-transporting ATPase activity, rotational mechanism",,,IBA,PTN000389800 ,J:265628 
MGI:103285,Atp6v1b1,"ATPase, H+ transporting, lysosomal V1 subunit B1",6,,proton transmembrane transporter activity,,,IMP,,J:169891 
MGI:103285,Atp6v1b1,"ATPase, H+ transporting, lysosomal V1 subunit B1",6,,proton transmembrane transporter activity,happens in collecting duct,,IMP,MGI:2673510 ,J:101414 
MGI:1913585,Atp6v1c1,"ATPase, H+ transporting, lysosomal V1 subunit C1",15,,proton transmembrane transporter activity,,,IEA,IPR004907 IPR036132 ,J:72247 
MGI:1913585,Atp6v1c1,"ATPase, H+ transporting, lysosomal V1 subunit C1",15,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IBA,PTN000015490 ,J:265628 
MGI:1913585,Atp6v1c1,"ATPase, H+ transporting, lysosomal V1 subunit C1",15,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IDA,,J:81717 
MGI:1913585,Atp6v1c1,"ATPase, H+ transporting, lysosomal V1 subunit C1",15,,"proton-transporting ATPase activity, rotational mechanism",,,IBA,PTN000015490 ,J:265628 
MGI:1916025,Atp6v1c2,"ATPase, H+ transporting, lysosomal V1 subunit C2",12,,proton transmembrane transporter activity,,,IEA,IPR004907 IPR036132 ,J:72247 
MGI:1916025,Atp6v1c2,"ATPase, H+ transporting, lysosomal V1 subunit C2",12,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IBA,PTN000015490 ,J:265628 
MGI:1916025,Atp6v1c2,"ATPase, H+ transporting, lysosomal V1 subunit C2",12,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IDA,,J:81717 
MGI:1916025,Atp6v1c2,"ATPase, H+ transporting, lysosomal V1 subunit C2",12,,"proton-transporting ATPase activity, rotational mechanism",,,IBA,PTN000015490 ,J:265628 
MGI:1921084,Atp6v1d,"ATPase, H+ transporting, lysosomal V1 subunit D",12,,"proton-transporting ATPase activity, rotational mechanism",,,IBA,PTN002268884 ,J:265628 
MGI:894326,Atp6v1e1,"ATPase, H+ transporting, lysosomal V1 subunit E1",6,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IBA,PTN005238491 ,J:265628 
MGI:894326,Atp6v1e1,"ATPase, H+ transporting, lysosomal V1 subunit E1",6,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IGI,S000005859 ,J:76556 
MGI:894326,Atp6v1e1,"ATPase, H+ transporting, lysosomal V1 subunit E1",6,,"proton-transporting ATPase activity, rotational mechanism",,,IEA,IPR002842 ,J:72247 
MGI:1922165,Atp6v1e2,"ATPase, H+ transporting, lysosomal V1 subunit E2",17,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IBA,PTN005238491 ,J:265628 
MGI:1922165,Atp6v1e2,"ATPase, H+ transporting, lysosomal V1 subunit E2",17,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IGI,S000005859 ,J:76556 
MGI:1922165,Atp6v1e2,"ATPase, H+ transporting, lysosomal V1 subunit E2",17,,"proton-transporting ATPase activity, rotational mechanism",,,IEA,IPR002842 ,J:72247 
MGI:1913394,Atp6v1f,"ATPase, H+ transporting, lysosomal V1 subunit F",6,,ATPase-coupled ion transmembrane transporter activity,,,IBA,PTN001015339 ,J:265628 
MGI:1913394,Atp6v1f,"ATPase, H+ transporting, lysosomal V1 subunit F",6,,ATPase-coupled ion transmembrane transporter activity,,,ISO,RGD:621552 ,J:155856 
MGI:1913394,Atp6v1f,"ATPase, H+ transporting, lysosomal V1 subunit F",6,,"proton-transporting ATPase activity, rotational mechanism",,,IEA,IPR005772 ,J:72247 
MGI:1913540,Atp6v1g1,"ATPase, H+ transporting, lysosomal V1 subunit G1",4,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IBA,PTN000295490 ,J:265628 
MGI:1913540,Atp6v1g1,"ATPase, H+ transporting, lysosomal V1 subunit G1",4,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IDA,,J:81717 
MGI:1913487,Atp6v1g2,"ATPase, H+ transporting, lysosomal V1 subunit G2",17,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IBA,PTN000295490 ,J:265628 
MGI:1913487,Atp6v1g2,"ATPase, H+ transporting, lysosomal V1 subunit G2",17,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IDA,,J:81717 
MGI:2450548,Atp6v1g3,"ATPase, H+ transporting, lysosomal V1 subunit G3",1,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IBA,PTN000295490 ,J:265628 
MGI:2450548,Atp6v1g3,"ATPase, H+ transporting, lysosomal V1 subunit G3",1,,"proton-exporting ATPase activity, phosphorylative mechanism",,,IDA,,J:81717 
MGI:1914864,Atp6v1h,"ATPase, H+ transporting, lysosomal V1 subunit H",1,,"proton-transporting ATPase activity, rotational mechanism",,,IEA,IPR004908 ,J:72247 
MGI:99400,Atp7a,"ATPase, Cu++ transporting, alpha polypeptide",X,,ATPase-coupled cation transmembrane transporter activity,,,IEA,IPR027256 ,J:72247 
MGI:99400,Atp7a,"ATPase, Cu++ transporting, alpha polypeptide",X,,copper ion transmembrane transporter activity,happens in fibroblast,,IMP,MGI:1856097 MGI:1856098 ,J:55409 
MGI:99400,Atp7a,"ATPase, Cu++ transporting, alpha polypeptide",X,,"copper transmembrane transporter activity, phosphorylative mechanism",,,IBA,PTN000642961 ,J:265628 
MGI:99400,Atp7a,"ATPase, Cu++ transporting, alpha polypeptide",X,,"copper transmembrane transporter activity, phosphorylative mechanism",,,IDA,,J:97775 
MGI:103297,Atp7b,"ATPase, Cu++ transporting, beta polypeptide",8,,ATPase-coupled cation transmembrane transporter activity,,,IEA,IPR027256 ,J:72247 
MGI:103297,Atp7b,"ATPase, Cu++ transporting, beta polypeptide",8,,copper ion transmembrane transporter activity,,,ISO,RGD:2180 ,J:155856 
MGI:103297,Atp7b,"ATPase, Cu++ transporting, beta polypeptide",8,,copper ion transmembrane transporter activity,,,ISO,P35670 ,J:164563 
MGI:103297,Atp7b,"ATPase, Cu++ transporting, beta polypeptide",8,,"copper transmembrane transporter activity, phosphorylative mechanism",,,IBA,PTN000642961 ,J:265628 
MGI:103297,Atp7b,"ATPase, Cu++ transporting, beta polypeptide",8,,"copper transmembrane transporter activity, phosphorylative mechanism",,,IDA,,J:97775 J:114243 
MGI:103297,Atp7b,"ATPase, Cu++ transporting, beta polypeptide",8,,"copper transmembrane transporter activity, phosphorylative mechanism",,,IMP,MGI:1856220 ,J:114243 
MGI:103297,Atp7b,"ATPase, Cu++ transporting, beta polypeptide",8,,"copper transmembrane transporter activity, phosphorylative mechanism",,,ISO,P35670 ,J:164563 
MGI:1926943,Atp12a,"ATPase, H+/K+ transporting, nongastric, alpha polypeptide",14,,ATPase-coupled cation transmembrane transporter activity,,,IEA,IPR030318 ,J:72247 
MGI:1926943,Atp12a,"ATPase, H+/K+ transporting, nongastric, alpha polypeptide",14,,"potassium transmembrane transporter activity, phosphorylative mechanism",,,IEA,IPR005775 ,J:72247 
MGI:1926943,Atp12a,"ATPase, H+/K+ transporting, nongastric, alpha polypeptide",14,contributes_to,potassium:proton exchanging ATPase activity,,,ISO,RGD:620569 ,J:155856 
MGI:1926943,Atp12a,"ATPase, H+/K+ transporting, nongastric, alpha polypeptide",14,,sodium:potassium-exchanging ATPase activity,,,IBA,PTN000643123 ,J:265628 
MGI:1924456,Atp13a4,ATPase type 13A4,16,,"calcium transmembrane transporter activity, phosphorylative mechanism",,,IC,GO:0006874 ,J:159343 
MGI:2142124,AU018091,expressed sequence AU018091,7,,arginine transmembrane transporter activity,,,IBA,PTN000208312 ,J:265628 
MGI:2142124,AU018091,expressed sequence AU018091,7,,L-lysine transmembrane transporter activity,,,IBA,PTN000208312 ,J:265628 
MGI:2142124,AU018091,expressed sequence AU018091,7,,L-ornithine transmembrane transporter activity,,,IBA,PTN000208312 ,J:265628 
MGI:1346332,Best1,bestrophin 1,19,,chloride channel activity,,,ISO,O76090 ,J:73065 
MGI:2387588,Best2,bestrophin 2,8,,chloride channel activity,,,IDA,,J:108704 
MGI:2387588,Best2,bestrophin 2,8,contributes_to,chloride channel activity,,,IDA,,J:127173 
MGI:3580298,Best3,bestrophin 3,10,,chloride channel activity,,,IDA,,J:107638 
MGI:2153465,Bsnd,barttin CLCNK type accessory beta subunit,4,contributes_to,chloride channel activity,,,IDA,,J:114790 
MGI:2444177,Cachd1,cache domain containing 1,4,,voltage-gated calcium channel activity,,,IBA,PTN000018330 ,J:265628 
MGI:109482,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",8,,calcium channel activity,,,IEA,KW-0107 ,J:60000 
MGI:109482,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",8,,high voltage-gated calcium channel activity,,,IGI,MGI:102522 ,J:75166 
MGI:109482,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",8,,high voltage-gated calcium channel activity,"happens in cerebellar cortex,happens in Purkinje cell",,IMP,MGI:1856209 MGI:1856211 ,J:109231 
MGI:109482,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",8,,high voltage-gated calcium channel activity,"happens in diaphragm,happens in motor neuron|happens in phrenic nerve,happens in motor neuron|happens in levator auris longus,happens in motor neuron",,IMP,MGI:2181384 ,J:82722 
MGI:109482,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",8,,high voltage-gated calcium channel activity,"happens in cerebellum,happens in Purkinje cell",,IMP,MGI:1856210 ,J:112100 
MGI:109482,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",8,,high voltage-gated calcium channel activity,"happens in dorsal root ganglion,happens in neuron",,IMP,MGI:1856210 ,J:72853 
MGI:109482,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",8,,high voltage-gated calcium channel activity,"happens in cerebellum,happens in Purkinje cell",,IMP,MGI:1856211 ,J:63634 
MGI:109482,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",8,,high voltage-gated calcium channel activity,"happens in cerebellum,happens in granule cell",,IMP,MGI:2180190 ,J:76459 
MGI:109482,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",8,,high voltage-gated calcium channel activity,"happens in cerebellar cortex,happens in Purkinje cell",,IMP,MGI:2181384 ,J:107960 
MGI:109482,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",8,,high voltage-gated calcium channel activity,happens in superior olivary nucleus,,IMP,MGI:2181384 ,J:96814 
